ingredient_code,std_name_ko,std_name_en,old_name_ko,old_name_en,as_of_date,source,ingest_date,batch_id
7616,팔미토일트라이펩타이드-38,Palmitoyl Tripeptide-38,,팔미토일트리펩타이드-38,,kcia,2026-03-23,kcia_2026-03-23
7615,석류석가루,Garnet Powder,1302-62-1,,,kcia,2026-03-23,kcia_2026-03-23
7614,만수국아재비꽃오일,Tagetes Minuta Flower Oil,8016-84-0,,,kcia,2026-03-23,kcia_2026-03-23
7613,다이메틸아미노에탄올타트레이트,Dimethylaminoethanol Tartrate,29870-28-8,디메칠아미노에탄올타트레이트,,kcia,2026-03-23,kcia_2026-03-23
7612,캐롭씨추출물,Ceratonia Siliqua (Carob) Seed Extract,,캐럽콩씨추출물,,kcia,2026-03-23,kcia_2026-03-23
7611,하이드롤라이즈드포도껍질,Hydrolyzed Grape Skin,,,,kcia,2026-03-23,kcia_2026-03-23
7610,파이로필라이트,Pyrophyllite,12269-78-2 113349-10-3 12269-78-2 141040-73-5 141040,피로필라이트,,kcia,2026-03-23,kcia_2026-03-23
7609,폴록사머234,Poloxamer 234,,,,kcia,2026-03-23,kcia_2026-03-23
7608,운데실렌아미도프로필트라이모늄메토설페이트,Undecylenamidopropyltrimonium Methosulfate,94313-91-4,운데실렌아미도프로필트리모늄메토설페이트,,kcia,2026-03-23,kcia_2026-03-23
7607,다이부틸옥틸세바케이트,Dibutyloctyl Sebacate,184706-97-6,디부틸옥틸세바케이트,,kcia,2026-03-23,kcia_2026-03-23
7606,쌀지질,Oryza Sativa (Rice) Lipids,,,,kcia,2026-03-23,kcia_2026-03-23
7605,소듐아크릴로일다이메틸타우레이트/메타크릴아미도라우릭애씨드코폴리머,Sodium Acryloyldimethyltaurate/Methacrylamidolauric Acid Copolymer,,소듐아크릴로일디메칠타우레이트/메타크릴아미도라우릭애씨드코폴리머,,kcia,2026-03-23,kcia_2026-03-23
7604,피이지-450,PEG-450,,,,kcia,2026-03-23,kcia_2026-03-23
7603,황금전초추출물,Scutellaria Baicalensis Extract,94279-99-9,,,kcia,2026-03-23,kcia_2026-03-23
7602,스테아릴피지-다이메틸아민,Stearyl PG-Dimethylamine,,스테아릴피지-디메칠아민,,kcia,2026-03-23,kcia_2026-03-23
7601,포투레카 필로사추출물,Portulaca Pilosa Extract,,키스미퀵추출물,,kcia,2026-03-23,kcia_2026-03-23
7600,시로미열매추출물,Empetrum Nigrum Fruit Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7599,트라이메틸실록시실리케이트/다이메티콘올크로스폴리머,Trimethylsiloxysilicate/Dimethiconol Crosspolymer,,트리메칠실록시실리케이트/디메치콘올크로스폴리머,,kcia,2026-03-23,kcia_2026-03-23
7598,핍타데니아 코루브리나껍질추출물,Piptadenia Colubrina Peel Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7597,아세토박터/효모/사과추출물/레몬추출물/포도주발효여과물,Acetobacter/Saccharomyces/Apple Fruit Extract/Lemon Fruit Extract/Wine Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
7596,아세토박터/효모/라즈베리추출물/석류추출물/포도주발효여과물,Acetobacter/Saccharomyces/Raspberry Fruit Extract/Punica Granatum Fruit Extract/Wine Ferment Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
7595,메타크릴릭애씨드/소듐아크릴아미도메틸프로판설포네이트코폴리머,Methacrylic Acid/Sodium Acrylamidomethyl Propane Sulfonate Copolymer,,메타크릴릭애씨드/소듐아크릴아미도메칠프로판설포네이트코폴리머,,kcia,2026-03-23,kcia_2026-03-23
7594,알로에잎즙,Aloe Arborescens Leaf Juice,,칸델라브라알로에잎즙,,kcia,2026-03-23,kcia_2026-03-23
7593,필발열매,Piper Longum Fruit,,,,kcia,2026-03-23,kcia_2026-03-23
7592,하이드롤라이즈드유글레나추출물,Hydrolyzed Euglena Gracilis Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7591,레몬즙추출물,Citrus Limon (Lemon) Juice Extract,84929-31-7 85085-28-5,,,kcia,2026-03-23,kcia_2026-03-23
7590,라이신라우로일메티오네이트,Lysine Lauroyl Methionate,,라이신라우로일메치오네이트,,kcia,2026-03-23,kcia_2026-03-23
7589,하이드롤라이즈드호두추출물,Hydrolyzed Walnut Extract,,하이드롤라이즈드호두 추출물,,kcia,2026-03-23,kcia_2026-03-23
7588,하이드롤라이즈드밀겨,Hydrolyzed Wheat Bran,,,,kcia,2026-03-23,kcia_2026-03-23
7587,하이드롤라이즈드토마토껍질,Hydrolyzed Tomato Skin,,,,kcia,2026-03-23,kcia_2026-03-23
7586,하이드롤라이즈드올리브나무열매,Hydrolyzed Olive Fruit,,하이드롤라이즈드올리브열매,,kcia,2026-03-23,kcia_2026-03-23
7585,투쿰야자커넬오일,Astrocaryum Vulgare Kernel oil,2187449-53-0,투쿰팜커넬오일,,kcia,2026-03-23,kcia_2026-03-23
7584,타마린드씨추출물,Tamarindus Indica Seed Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7583,캐러웨이씨오일,Carum Carvi (Caraway) Seed Oil,8000-42-8,,,kcia,2026-03-23,kcia_2026-03-23
7582,만다린껍질오일,Citrus Reticulata (Tangerine) Peel Oil,8008-31-9,탄제린껍질오일,,kcia,2026-03-23,kcia_2026-03-23
7581,메리스토테카 다카렌시스추출물,Meristotheca Dakarensis Extract,,메리스토데카 다카렌시스추출물,,kcia,2026-03-23,kcia_2026-03-23
7580,글루코실세라마이드,Glucosyl Ceramide,,,,kcia,2026-03-23,kcia_2026-03-23
7579,금송가지/잎추출물,Sciadopitys Verticillata Branch/Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7578,골든샘파이어추출물,Inula Crithmoide Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7577,테트라펩타이드-21,Tetrapeptide-21,,,,kcia,2026-03-23,kcia_2026-03-23
7576,하이드록시페녹시프로피오닉애씨드,Hydroxyphenoxy Propionic Acid,94050-90-5,,,kcia,2026-03-23,kcia_2026-03-23
7575,라우릴락틸락테이트,Lauryl Lactyl Lactate,910661-93-7,,,kcia,2026-03-23,kcia_2026-03-23
7574,조류엑소폴리사카라이드,Algae Exopolysaccharides,,,,kcia,2026-03-23,kcia_2026-03-23
7573,수염틸란드시아추출물,Tillandsia Usneoides Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7572,메톡시칼콘,Methoxychalcone,959-33-1,메톡시찰콘,,kcia,2026-03-23,kcia_2026-03-23
7571,에스에이치-폴리펩타이드-40,sh-Polypeptide-40,,,,kcia,2026-03-23,kcia_2026-03-23
7570,에스에이치-폴리펩타이드-28,sh-Polypeptide-28,,,,kcia,2026-03-23,kcia_2026-03-23
7569,프로판다이올다이카프릴레이트,Propanediol Dicaprylate,1020852-63-4 56519-71-2,프로판디올디카프릴레이트,,kcia,2026-03-23,kcia_2026-03-23
7568,지렁이배양토추출물,Earthworm Conditioned Soil Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7567,복분자딸기뿌리추출물,Rubus Coreanus Root Extract,,복분자뿌리추출물,,kcia,2026-03-23,kcia_2026-03-23
7566,알파-글루칸,Alpha-Glucan,,,,kcia,2026-03-23,kcia_2026-03-23
7565,펜타플루오로프로판,Pentafluoropropane,460-73-1,,,kcia,2026-03-23,kcia_2026-03-23
7564,아인콘위트씨추출물,Triticum Monococcum (Wheat) Seed Extract,,일립소맥씨추출물,,kcia,2026-03-23,kcia_2026-03-23
7563,큰잎라임꽃수,Tilia Platyphyllos Flower Water,,큰잎유럽피나무꽃수,,kcia,2026-03-23,kcia_2026-03-23
7562,아이스플랜트추출물,Mesembryanthemum Crystallinum Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7561,라네시아나벚나무꽃추출물,Prunus Lannesiana Flower Extract,,겹벚나무꽃추출물,,kcia,2026-03-23,kcia_2026-03-23
7560,정장석,Orthoclase,12251-44-4,,,kcia,2026-03-23,kcia_2026-03-23
7559,아르간오일폴리글리세릴-6에스터,Argan Oil Polyglyceryl-6 Esters,,,,kcia,2026-03-23,kcia_2026-03-23
7558,드럼스틱오일/하이드로제네이티드드럼스틱오일에스터,Moringa Oil/Hydrogenated Moringa Oil Esters,,,,kcia,2026-03-23,kcia_2026-03-23
7557,락토바실러스/유채잎/무뿌리/푸룩토오스발효여과물,Lactobacillus/Rapeseed Leaf/Radish Root/Fructose Ferment Filtrate,,락토바실러스/서양유채잎/무/프룩토오스발효여과물,,kcia,2026-03-23,kcia_2026-03-23
7556,진흙버섯균사체/인삼발효추출여과물,Phellinus Baumii Mycelium/Panax Ginseng Root Ferment Extract Filtrate,,상황버섯균사체/인삼발효추출여과물,,kcia,2026-03-23,kcia_2026-03-23
7555,다이펜타에리스리틸펜타아이소스테아레이트,Dipentaerythrityl Pentaisostearate,,디펜타에리스리틸펜타이소스테아레이트,,kcia,2026-03-23,kcia_2026-03-23
7554,아세틸테트라펩타이드-17,Acetyl Tetrapeptide-17,,,,kcia,2026-03-23,kcia_2026-03-23
7553,새우나무잎추출물,Ostrya Japonica Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7552,올리브오일폴리글리세릴-6에스터,Olive Oil Polyglyceryl-6 Esters,,,,kcia,2026-03-23,kcia_2026-03-23
7551,포타슘올리보일하이드롤라이즈드밀단백질,Potassium Olivoyl Hydrolyzed Wheat Protein,,포타슘올리보일하이드롤라이즈밀단백질,,kcia,2026-03-23,kcia_2026-03-23
7550,양유,Sheep Milk,,,,kcia,2026-03-23,kcia_2026-03-23
7549,큰달뿌리풀추출물,Phragmites Karka Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7548,하이드로제네이티드스위트아몬드오일,Hydrogenated Sweet Almond Oil,,,,kcia,2026-03-23,kcia_2026-03-23
7547,소듐메틸2-설포라우레이트,Sodium Methyl 2-Sulfolaurate,4016-21-1,소듐메칠2-설포라우레이트,,kcia,2026-03-23,kcia_2026-03-23
7546,옥틸데칸올,Octyldecanol,,,,kcia,2026-03-23,kcia_2026-03-23
7545,다이스테아로일글리세로포스포콜린,Distearoyl Glycerophosphocholine,816-94-4,디스테아로일글리세로포스포콜린,,kcia,2026-03-23,kcia_2026-03-23
7544,코바마마이드,Cobamamide,13870-90-1,,,kcia,2026-03-23,kcia_2026-03-23
7543,C12-14Sec-알케스-5,C12-14 Sec-Alketh-5,84133-50-6,C12-14Sec-파레스-5,,kcia,2026-03-23,kcia_2026-03-23
7542,소듐아크릴릭애씨드/엠에이코폴리머,Sodium Acrylic Acid/MA Copolymer,52255-49-9,,,kcia,2026-03-23,kcia_2026-03-23
7541,소듐아크릴레이트/비닐알코올코폴리머,Sodium Acrylate/Vinyl Alcohol Copolymer,27599-56-0 58374-38-2,,,kcia,2026-03-23,kcia_2026-03-23
7540,아카시아 아라비카나무껍질추출물,Acacia Arabica Stem Bark Extract,,아카시아줄기껍질추출물,,kcia,2026-03-23,kcia_2026-03-23
7539,아나토씨,Bixa Orellana Seed,,빅사씨,,kcia,2026-03-23,kcia_2026-03-23
7538,구아유사잎추출물,Ilex Guayusa Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7537,바투아야자씨오일,Oenocarpus Bataua Seed Oil,,웅구라위씨오일,,kcia,2026-03-23,kcia_2026-03-23
7536,바투아야자열매오일,Oenocarpus Bataua Fruit Oil,1938910-14-5,웅구라위열매오일,,kcia,2026-03-23,kcia_2026-03-23
7535,확정세포배양액3,Defined Cell Culture Media 3,,,,kcia,2026-03-23,kcia_2026-03-23
7534,에스에이치-올리고펩타이드-1,sh-Oligopeptide-1,,,,kcia,2026-03-23,kcia_2026-03-23
7533,화이트웜우드오일,Artemisia Herba-Alba Oil,,,,kcia,2026-03-23,kcia_2026-03-23
7532,트리스(피피지-3벤질에터)시트레이트,Tris(PPG-3 Benzyl Ether) Citrate,,트리스(피피지-3벤질에텔)시트레이트,,kcia,2026-03-23,kcia_2026-03-23
7531,보리잎가루,Hordeum Vulgare Leaf Powder,85251-64-5,,,kcia,2026-03-23,kcia_2026-03-23
7530,미국나팔꽃씨가루,Ipomoea Hederacea Seed Powder,,,,kcia,2026-03-23,kcia_2026-03-23
7529,박태기나무꽃/잎/줄기추출물,Cercis Chinensis Flower/Leaf/Stem Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7528,수박씨추출물,Citrullus Lanatus (Watermelon) Seed Extract,90244-99-8,,,kcia,2026-03-23,kcia_2026-03-23
7527,렁워트추출물,Pulmonaria Officinalis Extract,84604-09-1,,,kcia,2026-03-23,kcia_2026-03-23
7526,청미래덩굴뿌리추출물,Smilax China Root Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7525,로켓잎추출물,Eruca Sativa Leaf Extract,90028-42-5,로케트잎추출물,,kcia,2026-03-23,kcia_2026-03-23
7524,레몬밤꽃/잎/줄기추출물,Melissa Officinalis Flower/Leaf/Stem Extract,84082-61-1,,,kcia,2026-03-23,kcia_2026-03-23
7523,미네랄스피리트,Mineral Spirits,8032-32-4 64475-85-0,,,kcia,2026-03-23,kcia_2026-03-23
7522,솔비탄세스퀴카프릴레이트,Sorbitan Sesquicaprylate,91844-53-0,소르비탄세스퀴카프릴레이트,,kcia,2026-03-23,kcia_2026-03-23
7521,블랙체리열매추출물,Prunus Serotina (Wild Cherry) Fruit Extract,84604-07-9,블랙체리나무열매추출물,,kcia,2026-03-23,kcia_2026-03-23
7520,사프란암술머리추출물,Crocus Sativus Stigma Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7519,마편초잎/줄기수,Verbena Officinalis Leaf/Stem Water,,,,kcia,2026-03-23,kcia_2026-03-23
7518,블랙커민씨추출물,Nigella Sativa Seed Extract,90064-32-7(generic),,,kcia,2026-03-23,kcia_2026-03-23
7517,시어버터글리세레스-8에스터,Shea Butter Glycereth-8 Esters,,쉐어버터글리세레스-8에스터,,kcia,2026-03-23,kcia_2026-03-23
7516,아이리쉬모스가루,Chondrus Crispus Powder,,카라기난가루,,kcia,2026-03-23,kcia_2026-03-23
7515,코코-카프릴레이트,Coco-Caprylate,107525-85-9,,,kcia,2026-03-23,kcia_2026-03-23
7514,갯개미취추출물,Aster Tripolium Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7513,세틸헥사코실다이메티콘,Cetyl Hexacosyl Dimethicone,,세틸헥사코실디메치콘,,kcia,2026-03-23,kcia_2026-03-23
7512,락토바실러스/퀴노아발효추출여과물,Lactobacillus/Quinoa Ferment Extract Filtrate,,,,kcia,2026-03-23,kcia_2026-03-23
7511,하이드롤라이즈드소듐하이알루로네이트,Hydrolyzed Sodium Hyaluronate,,,,kcia,2026-03-23,kcia_2026-03-23
7510,너도밤나무씨추출물,Fagus Sylvatica Seed Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7509,여름송로추출물,Tuber Aestivum Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7508,덱스트린아이소스테아레이트,Dextrin Isostearate,,덱스트린이소스테아레이트,,kcia,2026-03-23,kcia_2026-03-23
7507,옥틸도데실시트레이트크로스폴리머,Octyldodecyl Citrate Crosspolymer,,,,kcia,2026-03-23,kcia_2026-03-23
7506,에틸메티콘,Ethyl Methicone,,에칠메치콘,,kcia,2026-03-23,kcia_2026-03-23
7505,연꽃꽃왁스,Nelumbo Nucifera Flower Wax,85085-51-4(generic),연꽃왁스,,kcia,2026-03-23,kcia_2026-03-23
7504,세틸다이메티콘/비스-비닐다이메티콘크로스폴리머,Cetyl Dimethicone/Bis-Vinyldimethicone Crosspolymer,,세틸디메치콘/비스-비닐디메치콘크로스폴리머,,kcia,2026-03-23,kcia_2026-03-23
7503,영지버섯균사체/인삼발효추출여과물,Ganoderma Lucidum Mycelium/Panax Ginseng Root Ferment Extract Filtrate,,영지균사체/인삼발효추출여과물,,kcia,2026-03-23,kcia_2026-03-23
7502,락토바실러스/감즙추출물,Lactobacillus/Persimmon Fruit Juice Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7501,흰서양송로추출물,Tuber Magnatum Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7500,세타미도라이신아미도폴리아스파틱애씨드,Cetamido Lysinamido Polyaspartic Acid,,,,kcia,2026-03-23,kcia_2026-03-23
7499,디메톡시커큐민,Demethoxycurcumin,22608-11-3,데메톡시커큐민,,kcia,2026-03-23,kcia_2026-03-23
7498,비스-디메톡시커큐민,Bis-demethoxycurcumin,24939-16-0,비스-데메톡시커큐민,,kcia,2026-03-23,kcia_2026-03-23
7497,폴리우레탄-41,Polyurethane-41,,,,kcia,2026-03-23,kcia_2026-03-23
7496,폴리글리세릴-10다이팔미테이트,Polyglyceryl-10 Dipalmitate,,폴리글리세릴-10디팔미테이트,,kcia,2026-03-23,kcia_2026-03-23
7495,노랑느타리추출물,Pleurotus Cornucopiae (Mushroom) Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7494,피피지-5-부테스-5,PPG-5-Buteth-5,9038-95-3(generic) 9065-63-8(,,,kcia,2026-03-23,kcia_2026-03-23
7493,폴리퍼플루오로에톡시메톡시다이플루오로하이드록시에틸에터,Polyperfluoroethoxymethoxy Difluorohydroxyethyl Ether,,폴리퍼플루오로에톡시메톡시디플루오로하이드록시에칠에텔,,kcia,2026-03-23,kcia_2026-03-23
7492,월귤추출물,Vaccinium Vitis-Idaea Fruit Extract,,월귤열매추출물,,kcia,2026-03-23,kcia_2026-03-23
7491,아파노테케 사크룸폴리사카라이드,Aphanothece Sacrum Polysaccharides,,아파노테체사크룸폴리사카라이드,,kcia,2026-03-23,kcia_2026-03-23
7490,하이드롤라이즈드금사연둥지추출물,Hydrolyzed Swiftlet Nest Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7489,피이지-5코코에이트,PEG-5 Cocoate,61791-29-5(generic),,,kcia,2026-03-23,kcia_2026-03-23
7488,피이지-8다이코코에이트,PEG-8 Dicocoate,,피이지-8디코코에이트,,kcia,2026-03-23,kcia_2026-03-23
7487,테트라데케인,Tetradecane,629-59-4,테트라데칸,,kcia,2026-03-23,kcia_2026-03-23
7486,도데칸,Dodecane,112-40-3,,,kcia,2026-03-23,kcia_2026-03-23
7485,대추나무씨추출물,Ziziphus Jujuba Seed Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7484,벤즈이미다졸다이아몬드아미도에틸우레아카바모일프로필폴리메틸실세스퀴옥세인,Benzimidazole Diamond Amidoethyl Urea Carbamoyl Propyl Polymethylsilsesquioxane,,벤즈이미다졸다이아몬드아미도에칠우레아카바모일프로필폴리메칠실세스퀴옥산,,kcia,2026-03-23,kcia_2026-03-23
7483,트라이데세스-7카복실릭애씨드,Trideceth-7 Carboxylic Acid,68412-55-5,트리데세스-7카복실릭애씨드,,kcia,2026-03-23,kcia_2026-03-23
7482,에루카미도프로필하이드록시설테인,Erucamidopropyl Hydroxysultaine,,,,kcia,2026-03-23,kcia_2026-03-23
7481,글리세로포스포콜린,Glycerophosphocholine,28319-77-9,,,kcia,2026-03-23,kcia_2026-03-23
7480,홍삼오일,Panax Ginseng Root Oil,,홍삼유,,kcia,2026-03-23,kcia_2026-03-23
7479,락토바실러스/산구절초꽃/주엽나무열매/측백엽/뽕나무껍질/인삼뿌리/불가리스쑥추출발효여과물,Lactobacillus/Chrysanthemum Zawadskii Flower/Gleditsia Japonica Fruit/Thuja Orientalis Leaf/Morus Alba Bark/Panax Ginseng Root/Artemisia Vulgaris Extract Ferment Filtrate,,락토바실러스/구절초꽃/주엽나무열매/측백나무잎/상백피/인삼/쑥추출발효여과물,,kcia,2026-03-23,kcia_2026-03-23
7478,서양민들레추출물,Taraxacum Officinale (Dandelion) Extract,68990-74-9,서양민들레,,kcia,2026-03-23,kcia_2026-03-23
7477,알-홍합폴리펩타이드-1 알-홍합올리고펩타이드-1 에스에이치-폴리펩타이드-47,r-Mussel Polypeptide-1 r-Mussel Oligopeptide-1 sh-Polypeptide-47,,,,kcia,2026-03-23,kcia_2026-03-23
7476,알-홍합폴리펩타이드-1알-홍합올리고펩타이드-1에스에이치-폴리펩타이드-1,r-Mussel Polypeptide-1 r-Mussel Oligopeptide-1 sh-Polypeptide-1,,알-홍합폴리펩타이드-1 알-홍합올리고펩타이드-1 에스에이치-폴리펩타이드-1,,kcia,2026-03-23,kcia_2026-03-23
7475,알-홍합폴리펩타이드-1알-홍합올리고펩타이드-1에스에이치폴리펩타이드-48,r-Mussel Polypeptide-1 r-Mussel Oligopeptide-1 sh-Polypeptide-48,,알-홍합폴리펩타이드-1 알-홍합올리고펩타이드-1 에스에이치-폴리펩타이드-48,,kcia,2026-03-23,kcia_2026-03-23
7474,알-홍합폴리펩타이드-1알-홍합올리고펩타이드-1에스에이치폴리펩타이드-49,r-Mussel Polypeptide-1 r-Mussel Oligopeptide-1 sh-Polypeptide-49,,알-홍합폴리펩타이드-1 알-홍합올리고펩타이드-1 에스에이치-폴리펩타이드-49,,kcia,2026-03-23,kcia_2026-03-23
7473,피피지-2-데세스-7,PPG-2-Deceth-7,,,,kcia,2026-03-23,kcia_2026-03-23
7472,메틸하이드록시에틸셀룰로오스,Methyl Hydroxyethylcellulose,9032-42-2,메칠하이드록시에칠셀룰로오스,,kcia,2026-03-23,kcia_2026-03-23
7471,우엉열매추출물,Arctium Lappa Fruit Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7470,패모비늘줄기추출물,Fritillaria Ussuriensis Bulb Extract,,패모추출물,,kcia,2026-03-23,kcia_2026-03-23
7469,글리세레스-7카프릴레이트/카프레이트,Glycereth-7 Caprylate/Caprate,,,,kcia,2026-03-23,kcia_2026-03-23
7468,다이스테아레스-75아이피디아이,Disteareth-75 IPDI,53533-75-8,디스테아레스-75아이피디아이,,kcia,2026-03-23,kcia_2026-03-23
7467,제라닐제라닐아이소프로판올,Geranylgeranylisopropanol,,제라닐제라닐이소프로판올,,kcia,2026-03-23,kcia_2026-03-23
7466,메톡시아이소프로판올,Methoxyisopropanol,107-98-2,메톡시이소프로판올,,kcia,2026-03-23,kcia_2026-03-23
7465,프로필렌글라이콜프로필에터,Propylene Glycol Propyl Ether,1569-01-3 30136-13-1,프로필렌글라이콜프로필에텔,,kcia,2026-03-23,kcia_2026-03-23
7464,소듐하이드록시프로필설포네이트라우릴글루코사이드크로스폴리머,Sodium Hydroxypropylsulfonate Laurylglucoside Crosspolymer,,소듐하이드록시프로필설포네이트라우릴글루토사이드크로스폴리머,,kcia,2026-03-23,kcia_2026-03-23
7463,코코다이모늄하이드록시프로필실크아미노산,Cocodimonium Hydroxypropyl Silk Amino Acids,,코코디모늄하이드록시프로필실크아미노애씨드,,kcia,2026-03-23,kcia_2026-03-23
7462,소듐도독시놀-40설페이트,Sodium Dodoxynol-40 Sulfate,59269-54-4(generic),,,kcia,2026-03-23,kcia_2026-03-23
7461,아리스토텔리아 킬렌시스열매추출물,Aristotelia Chilensis Fruit Extract,,마키열매추출물,,kcia,2026-03-23,kcia_2026-03-23
7460,당나귀유,Donkey milk,,,,kcia,2026-03-23,kcia_2026-03-23
7459,밀펩타이드,Triticum Aestivum (Wheat) Peptide,,,,kcia,2026-03-23,kcia_2026-03-23
7458,팥배나무가지/잎추출물,Sorbus Alnifolia Branch/Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7457,산쑥잎추출물,Artemisia Montana Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7456,두릅나무가지/잎추출물,Aralia Elata Branch/Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7455,레더켈프추출물,Ecklonia Radiata Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7454,콴동열매추출물,Santalum Acuminatum Fruit Extract,93062-70-5,,,kcia,2026-03-23,kcia_2026-03-23
7453,데저트라임열매추출물,Citrus Glauca Fruit Extract,1174331-62-4,,,kcia,2026-03-23,kcia_2026-03-23
7452,워터민트잎추출물,Mentha Aquatica Leaf Extract,90063-96-0,베르가못민트잎추출물,,kcia,2026-03-23,kcia_2026-03-23
7451,사과,Pyrus Malus (Apple) Fruit,,,,kcia,2026-03-23,kcia_2026-03-23
7450,피이지-23글리세릴다이스테아레이트,PEG-23 Glyceryl Distearate,,피이지-23글리세릴디스테아레이트,,kcia,2026-03-23,kcia_2026-03-23
7449,코코일프롤린,Cocoyl Proline,960241-19-4,,,kcia,2026-03-23,kcia_2026-03-23
7448,비스-아이소부틸피이지-14/아모다이메티콘코폴리머,Bis-Isobutyl PEG-14/Amodimethicone Copolymer,929218-99-5,비스-이소부틸피이지-14/아모디메치콘코폴리머,,kcia,2026-03-23,kcia_2026-03-23
7447,피토스핑고신포스페이트,Phytosphingosine Phosphate,,,,kcia,2026-03-23,kcia_2026-03-23
7446,만노실에리스리톨리피드,Mannosylerythritol Lipid,,,,kcia,2026-03-23,kcia_2026-03-23
7445,너도밤나무껍질추출물,Fagus Sylvatica Bark Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7444,무이라푸아마껍질추출물,Ptychopetalum Olacoides Bark Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7443,소맥엽문동뿌리/복령/쇠무릎/영지버섯/두충나무껍질/참마뿌리/구기자/연꽃씨추출물,Ophiopogon Japonicus Root/Poria Cocos/Achyranthes Japonica/Ganoderma Lucidum (Mushroom)/Eucommia Ulmoides Bark/Dioscorea Japonica Root/Lycium Chinense Fruit/Nelumbo Nucifera Seed Extract,,맥문동/복령/쇠무릎/영지/두충나무껍질/참마뿌리/구기자/연꽃씨추출물,,kcia,2026-03-23,kcia_2026-03-23
7442,아스퍼질러스/살구씨/개똥쑥/침향나무줄기/소두구씨/동충하초/노루궁뎅이버섯/복령/밀가루/도꼬마리열매발효추출여과물,Aspergillus/Apricot Kernel/Artemisia Annua/Aquilaria Agallocha Stem/Elettaria Cardamomum Seed/Cordyceps Sinensis/Hericium Erinaceum/Polyporus Umbellatus/Wheat Flour/Xanthium Strumarium Fruit Ferment Extract Filtrate,,아스퍼질러스/아프리코트커넬/청호/침향/소두구씨/동충하초/노루궁뎅이버섯/저령/밀가루/창이자발효추출여과물,,kcia,2026-03-23,kcia_2026-03-23
7441,포타슘벤조에이트,Potassium Benzoate,582-25-2,,,kcia,2026-03-23,kcia_2026-03-23
7440,부톡시다이글라이콜,Butoxydiglycol,112-34-5,부톡시디글라이콜,,kcia,2026-03-23,kcia_2026-03-23
7439,폴리글리세릴-6트라이카프릴레이트,Polyglyceryl-6 Tricaprylate,,폴리글리세릴-6트리카프릴레이트,,kcia,2026-03-23,kcia_2026-03-23
7438,와일드라이스추출물,Zizania Aquatica Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7437,마운틴페퍼열매추출물,Tasmannia Lanceolata Fruit Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7436,엔테로코쿠스 파이칼리스발효물,Enterococcus Faecalis Ferment,,엔테로코쿠스페칼리스발효물,,kcia,2026-03-23,kcia_2026-03-23
7435,하이드롤라이즈드캐비어추출물,Hydrolyzed Caviar Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7434,파라고무나무잎추출물,Hevea Brasiliensis Leaf Extract,,,,kcia,2026-03-23,kcia_2026-03-23
7433,베헤닐메타크릴레이트/t-부틸메타크릴레이트코폴리머,Behenyl Methacrylate/t-Butyl Methacrylate Copolymer,,,,kcia,2026-03-23,kcia_2026-03-23
7432,하이드롤라이즈드녹차씨추출물,Hydrolyzed Camellia Sinensis Seed Extract,,하이드롤라이즈도녹차씨추출물,,kcia,2026-03-23,kcia_2026-03-23
7431,팔미토일이눌린,Palmitoyl Inulin,,,,kcia,2026-03-23,kcia_2026-03-23
7430,폴리글리세릴-5폴리리시놀리에이트,Polyglyceryl-5 Polyricinoleate,29894-35-7(generic),,,kcia,2026-03-23,kcia_2026-03-23
7429,개꼬시래기추출물,Gracilariopsis Chorda Extract,,,,kcia,2026-03-23,kcia_2026-03-23
